product_sku^category_path^manufacturer_name^product_name^product_price^product_s_desc^product_desc^file_url^published^product_in_stock
GA-100CM-4A^Casio/G-Shock^Casio^GA-100CM-4A^11290^Кварцевый хронограф. 12/24-х часовой формат времени. Ударопрочные. Секундомер. Второй часовой пояс. Светодиодная подсветка. 5 будильников, один с функцией Snooze, ежечасный сигнал. Индикатор числа, дня недели и месяца. Защищены от магнитных полей. Измерение скорости и расстояния. Корпус и браслет из пластика. Минеральное стекло. Размер корпуса 51.2х55 мм.^Часы Японские часы </br>Тип механизма Электронные часы </br>Материал Пластик </br>Пол Мужские </br>Водозащита WR 200 </br>Стекло Минеральное стекло </br>Ширина 51.2 мм </br>Высота 55 мм </br>Толщина 16.9 мм^GA-100CM-4A.jpg^1^1
SHN-3011D-4A^Casio/Sheen^Casio^SHN-3011D-4A^8990^Кварцевые часы. 12/24 часовой формат времени. Индикатор числа и дня недели. Циферблат и корпус украшены кристаллами Swarovski. Заводная головка с защитой. Раскладывающаяся застежка. Корпус и браслет из нержавеющей стали. Минеральное стекло. Диаметр 36.2 мм.^Часы Японские часы </br>Тип механизма Кварцевые часы </br>Материал Нержавеющая сталь </br>Пол Женские </br>Водозащита WR 50 </br>Стекло Минеральное стекло </br>Диаметр 36.2 мм </br>Толщина 10.5 мм^SHN-3011D-4A.jpg^1^1
